,T_obs,p_true,p_perm,q_perm_BH,q_perm_Lee
a76bceb8556d98d20da8b2e65d2a974d,0.6314327211468234,0.528090048550776,0.5194805194805194,0.926112722229227,1.0
9b7a8a443b34fb607fae445c0b149466,-0.08300577139980021,0.9338852205395334,0.929070929070929,0.9980853638711775,1.0
20a4ef09ca6e01e1cc0421853f672b7e,-1.3126778824268712,0.18998523170784581,0.16183816183816183,0.7054607113954294,1.0
d08356dd9f482bb52a98464042add8e1,0.3420284381905882,0.7324950522957177,0.7282717282717283,0.964119654595845,1.0
49ccd7a8940970edb88ea1b9939e2737,-0.2152300431941198,0.8296890732021444,0.8521478521478522,0.9856561349098664,1.0
218f40f443caf002f5ad5aa59ee08859,-0.8828819937780312,0.3777887936716662,0.34065934065934067,0.8406969914507603,1.0
3153d6c5a7eabae1e28b3f2c0e4f5ac7,-1.3833526227387198,0.16726793390625144,0.17682317682317683,0.7097083244624228,1.0
a09c0e8c314bd987a8c6f60a358f141d,-3.392690632223697,0.0007555741406669269,0.000999000999000999,0.18344155844155846,0.653
1667bf727ec7f933a7e70d3c13396fc3,-0.5198153527834988,0.6034572992903214,0.5694305694305695,0.9364099152517862,1.0
810e842522acdfbd854daa85cb87d469,-1.141059218999404,0.25447451164519713,0.28771228771228774,0.8192140576613773,1.0
5eb6a4e68f0cd897ad859241dc3db15b,1.1477170309086906,0.2517176540876716,0.24575424575424576,0.8001777471976147,1.0
da7125b25a294757ee6c5e4909a181c1,2.052098067144826,0.04075949588553328,0.055944055944055944,0.5812953280485748,1.0
a8f3507ee57026a970e37ec26a53554f,0.19312246412820916,0.8469534037811344,0.8261738261738262,0.9830473283710693,1.0
0e6b4887dd616c85dc5bc1c268916abc,-0.07079022167284375,0.9435973219985911,0.945054945054945,0.9980853638711775,1.0
5e8924d6a5a10758127b3a6df8c5f38f,-1.8803670961544119,0.060727520381897576,0.03396603396603397,0.5136363636363637,1.0
013294676ede34c290a25d5da1d2540d,-2.3653010318952443,0.018454287809902326,0.01098901098901099,0.423953823953824,1.0
02e1e971506b265659c0f5bf758c24b7,1.9164972336590635,0.05595829353167358,0.08791208791208792,0.6309680657506744,1.0
400ef329b2c43b49217289537bb77633,1.5621365685365536,0.11898467652808538,0.12187812187812187,0.6781778827233372,1.0
cf58ac82704ab443e24d6279d1171d46,-0.9092302662380575,0.36373323184768136,0.3916083916083916,0.872171241931721,1.0
d8f2dc4eaea2185643dd28857f8b8c38,0.08499444957031672,0.9323049966811352,0.9340659340659341,0.9980853638711775,1.0
582fae36f33acd1efdcaf7cacf00ef0a,0.8983552754686461,0.36949428594244726,0.38961038961038963,0.872171241931721,1.0
7f68f70c5468ddee03181b0004bceaca,-0.8065536412867483,0.42036543909127155,0.4085914085914086,0.8736838125484414,1.0
bc0730096682c48820678c59700fe66f,-0.18623274029649223,0.8523492649223833,0.8391608391608392,0.9833741633268074,1.0
ad9e0d268549b9d98f692aba5decb665,0.458555250364703,0.6467831165418882,0.6793206793206793,0.9599128486970144,1.0
a3b2f9569c4101cd3847b375de33999c,2.2459465403847934,0.02520978289952124,0.011988011988011988,0.423953823953824,1.0
c39cea2193e0d56af9669a1b2d5c21be,-0.07998075986320204,0.9362894246914388,0.9330669330669331,0.9980853638711775,1.0
b0cce80cd5e1c78e70e026edb63a65f9,-0.04177538555559181,0.9666969689581322,0.968031968031968,0.9980853638711775,1.0
b8349e5459469537ac814c90cb3b99fa,1.0572660650194792,0.2909783060465636,0.2977022977022977,0.8192140576613773,1.0
b2d1249fd9754c79558be225647e60c4,-2.030122760913258,0.04295345318038163,0.04295704295704296,0.5393495393495394,1.0
a4cd6152db4ba6371bd3d35fcda62a19,2.386208628309079,0.017450826411479374,0.027972027972027972,0.4891774891774892,1.0
1a124d3ab1b5ba2f5942855433a69752,0.44000146714522226,0.6601550811724626,0.6363636363636364,0.9520337530489815,1.0
53f976e60f93b527ffa62fbe48254d53,-1.1151007180833967,0.2654243469977359,0.2777222777222777,0.8192140576613773,1.0
